news_headline,news_article,news_category
Those at responsible posts shouldn't indulge in rivalries: Kejriwal,"AAP National Convenor Arvind Kejriwal on Tuesday said leaders at responsible positions should not indulge in political rivalries. ""We, the political leaders...chosen by the people should not...put allegations on each other. We should work for the development of people,"" Kejriwal said. His remarks came after UP CM Yogi Adityanath accused him of forcing out migrants during the COVID-19 pandemic. ",politics
Does Centre know how many migrants died while walking back: Gehlot,"Rajasthan CM Ashok Gehlot on Tuesday termed Prime Minister Narendra Modi's comments saying Congress spread COVID-19 in India ""unfortunate"". Reacting to PM Modi's statement accusing Congress of giving free tickets to migrants to leave Maharashtra leading to COVID-19 spread in other states, Gehlot said, ""Do they have the figures of how many migrants who went back home on foot died?""",politics
BJP's plane of lies won't be able to land in UP this time: SP chief,"At a rally with West Bengal CM Mamata Banerjee, Samajwadi Party chief Akhilesh Yadav said, ""BJP's plane of lies won't be able to land in UP this time."" This comes after PM Narendra Modi's visit to Bijnor was cancelled citing bad weather. Yadav added that Banerjee could come from Kolkata to Lucknow but those from BJP couldn't come from Delhi.",politics
"BJP will lose in UP polls, people are tired of BJP's propaganda: Lalu","Rashtriya Janata Dal chief Lalu Prasad Yadav on Tuesday said that the Bharatiya Janata Party is going to lose in the upcoming Uttar Pradesh Assembly elections, which are scheduled to take place from February 10. He said that people in UP are tired of BJP's propaganda. ""They have only been talking about riots, religion and temple,"" the RJD chief added.",politics
2 former Tripura BJP MLAs join Cong ahead of 2023 Assembly polls ,"Former Tripura BJP MLAs Sudip Roy Barman and Ashish Kumar Saha joined the Congress on Tuesday after meeting Rahul Gandhi and Priyanka Gandhi Vadra in Delhi. ""Everyone is disillusioned with the party (BJP),"" Barman said. Saha and Barman had resigned from the BJP and their MLA posts on Monday ahead of the Tripura Assembly elections in 2023.",politics
Opp'n shouldn't use hijab controversy for political gains: Cong's Kharge,"Congress leader Mallikarjun Kharge on Wednesday said that the Karnataka government should resolve the hijab issue and Opposition parties should not use the controversy for political gains. ""If any student breaks discipline or does any work against the rules, then the government should discontinue the grants,"" Kharge added. ""Karnataka is a state with multi-culture practice,"" Kharge stated.",politics
Pushkar fire bhi hai flower bhi: Rajnath uses 'Pushpa' dialogue for U'khand CM,"Union Minister Rajnath Singh while addressing a rally in poll-bound Uttarakhand praised CM Pushkar Singh Dhami with a dialogue of movie 'Pushpa'. He said Congress is considering him as a flower going by his name but ""Apna Pushkar flower bhi hai aur fire bhi (Our Pushkar is flower and fire)."" Rajnath added that Pushkar Dhami won't stop or bow down.",politics
"Promise to make Uttarakhand ideal, developed state: Rajnath Singh","Defence Minister Rajnath Singh, while addressing a gathering in Uttarakhand's Gangolihat Assembly constituency, said that he is committed to making Uttarakhand an ""ideal and developed state"". Singh urged the people to cast their vote in favour of BJP and elect Pushkar Singh Dhami as Uttarakhand's Chief Minister, stating all necessary steps will be taken to make the state ""prosperous"".",politics
Priyanka Gandhi performs Yamuna Pooja in UP's Mathura; pics surface,"Ahead of upcoming Assembly elections in Uttar Pradesh, Congress General Secretary Priyanka Gandhi Vadra on Tuesday performed Yamuna Pooja at Vishram Ghat in Mathura. She held door-to-door campaign in UP's Hastinapur and Meerut districts today and also rode in a tractor during the rally. She said, ""Congress is receiving a good response from public during our campaigning for [UP]...elections.""",politics
"Don't fall for BJP's promises, make SP win: Mamata ahead of UP polls","West Bengal CM Mamata Banerjee, who's on a two-day visit to UP, on Tuesday asked people to support the Samajwadi Party in the upcoming state Assembly elections. She further asked people to defeat the BJP and not to fall for false promises made by BJP. She said this during a joint press conference with SP chief Akhilesh Yadav in Lucknow.",politics
Nehru let Goa suffer to protect his global image: PM Modi,"PM Narendra Modi said on Tuesday that ex-PM Jawaharlal Nehru let Goa remain under imperial rule for years because he ""was concerned about his international image"". ""Nehru thought that if Goa's foreign government was attacked, his image of a peace-loving global leader would have been harmed,"" PM Modi said while speaking on the motion of thanks to the President's address.",politics
Opposition daydreaming about division of votes in western UP: Modi,"Addressing a virtual rally for UP Assembly constituencies in Rampur, Badaun and Sambhal districts, PM Narendra Modi said that Opposition parties are daydreaming about the division of votes in western UP. However, the region's people will defeat them again as they did in the past, he added. PM Modi further said he didn't care about votes but about people's development.",politics
"Cong wiped out from whole country, only lurking in mountains: Rajnath Singh","Union Defence Minister Rajnath Singh on Tuesday said that the Congress party has been wiped out from the entire country. ""It (Congress) is only lurking in the mountains…BJP is an ideological party. Here prominence is given to ideology, not to individuality,"" Singh added. The Union Defence Minister was speaking at a public gathering in Uttarakhand.",politics
Bengal BJP writes to state EC seeking CAPF deployment for municipal polls,"West Bengal BJP unit wrote to the State Election Commissioner demanding immediate deployment of the Central Armed Police Forces (CAPF) for municipal polls in the state. ""There have been regular instances of our candidates being threatened (in the past)…We once again ask for the deployment of CAPF to remove the environment of fear,"" the state BJP wrote in the letter.",politics
Abuse Cong and Nehru but do your job: Rahul on PM Modi's RS speech,"Former Congress chief Rahul Gandhi responded to Prime Minister Narendra Modi's comments on Congress in the Rajya Sabha and said, ""Do abuse Congress and Nehru but do your job."" He added, ""My great grandfather served the country, I don't need anyone's certificate. BJP is scared of Congress as we say the truth."" ",politics
Which movies hold the record for the most wins in Oscar history?,"Three movies share the record for the most number of Oscar wins so far, according to trivia shared during the Oscar 2022 nominations announcement on Tuesday. 'Ben-Hur' (1959), 'Titanic' (1997) and 'The Lord of the Rings: The Return of the King' (2003) have each won 11 Oscar awards, sharing the record for the most Oscar wins by a film.",entertainment
"Sameera Reddy repeats her wedding saree after 8 years, shares pics","Sameera Reddy took to Instagram to share a collage which shows the actress wearing her wedding saree after 8 years. ""I wore my wedding saree after 8 years and it felt so amazing #wedding #feels,"" she wrote along with the collage. ""You look gorgeous! Then and now,"" one of the comments read.",entertainment
"Kangana Ranaut recalls gaining 20 kg for 'Thalaivii', shares throwback pic","Actress Kangana Ranaut took to Instagram Stories and recalled gaining 20 kg for 'Thalaivii', which released last year. Sharing a throwback picture, Kangana wrote, ""Throwback to Thalaivii days when I gained 20 kg for my role."" Last year, Kangana had revealed she has ""permanent stretch marks"" after gaining 20 kg in six months and losing it all within six months.",entertainment
"Actors Gurmeet Choudhary, Debina Bonnerjee expecting 1st child, share baby bump pic","TV actors Gurmeet Choudhary and his wife, actress Debina Bonnerjee, took to social media to share that they are expecting their first child. ""To Becoming 3. Choudhary junior coming soon. Seeking your blessings,"" they wrote while sharing a picture showing Debina's baby bump. Several celebrities, including Mouni Roy and Mahhi Vij, congratulated them in the comments section.",entertainment
Video shows Indian documentary makers' reaction after Oscar nomination,"Directors Rintu Thomas and Sushmit Ghosh jumped, screamed and hugged each other when their documentary 'Writing With Fire' was announced as an Oscar 2022 nominee, as seen in a video shared by Thomas on Twitter. It's one of the five nominees for the best documentary feature. It documents the story of Khabar Lahariya, a newspaper run by Dalit women journalists.",entertainment
My tears haven't stopped flowing ever since I heard Lata ji is no more: Mumtaz,"Speaking about late veteran singer Lata Mangeshkar, actress Mumtaz said her tears haven't stopped flowing ever since she has heard that Lata ji is no more. She added, ""To imagine cinema without her is beyond me. I'm proud to say she was my voice in all my best songs."" ""Now she's gone. There will never be another Lataji,"" Mumtaz said.",entertainment
I am open to the idea of a relationship: Varun Sharma,"Actor Varun Sharma has said he is open to the idea of a relationship. ""If I'm meant to connect with someone, it will happen,"" Varun said. ""There has to be mutual respect...In a relationship, you and your partner should be able to see and bear the extremeness of every emotion,"" he added.",entertainment
"I'm playing Indian Wonder Woman, to save world from COVID: Maheck on 'Naagin 6'","Actress Maheck Chahal said that she is playing the 'Indian Wonder Woman' in 'Naagin 6'. ""She is out there to save the world from coronavirus...It's a very positive character and I am super excited about it. The whole story has been changed this season...I am sure many girls would want to be in my shoes,"" Chahal said. ",entertainment
I'm an underdog in H'wood because I'm from the Bronx: Jennifer Lopez,"Singer-actress Jennifer Lopez said she is an ""underdog"" in Hollywood. ""I always feel like I was scraping from the bottom...That's part of being Puerto Rican...from the Bronx and a woman,"" Jennifer stated. ""Not being born into a family with money. Not knowing anybody in the business...I just went out there and said, 'F**k it. I'm going to...try',"" she added.",entertainment
"Sonu Sood like brother to me, no one better to host Roadies: Rannvijay","Actor Rannvijay Singha, who has been replaced as the host of youth-based reality show 'Roadies' by actor Sonu Sood, has said that the latter is like an elder brother to him. Rannvijay further said that there cannot be a better thing than Sonu hosting the show. ""We all have to understand change is inevitable and nobody is indispensable,"" he added.",entertainment
Annoying to see wrong Bengali words used in Hindi films: Sayani Gupta,"Discussing her thoughts on Bengali culture being integral in Hindi films being a Bengali herself, actress Sayani Gupta said Bengali culture has been celebrated, but it is ""annoying"" to see wrong Bengali words being used. ""Alta [red dye] is never put on the hands but only on the feet. In Hindi cinema, they tend to...run with it,"" added Sayani.",entertainment
"I've done more than 370 films, out of which I can't watch 200 films: Mithun","Actor Mithun Chakraborty said there was a time when he'd shoot multiple films simultaneously but today, he only does roles that ""tickle or pinch"" him. He added, ""I've done more than 370 films, out of which I can't watch 200 films."" ""Then there are some 150 films which did golden jubilee, diamond jubilee and ran for two years,"" Mithun said.",entertainment
"She called me bhaiya, I was numb after death news: Lata Mangeshkar's tailor","Taj Qureshi, tailor of late veteran singer Lata Mangeshkar, said she used to call him 'bhaiya'. ""I am nobody but she called me 'bhaiya', that made me feel so good...I feel proud she treated me like her brother...I got news of her death, I was shocked and numb. I couldn't process anything for at least two hours,"" Qureshi said.",entertainment
Tributes pour in for Jagjit Singh on his birth anniversary,"Fans and Bollywood personalities took to social media to pay tributes to ghazal singer Jagjit Singh on his birth anniversary on Tuesday. ""There can be no other like him,"" wrote singer Kavita Seth. Rajasthan Chief Minister Ashok Gehlot said, ""His (Jagjit Singh) melodious voice and soothing renditions continue to enthral his admirers. His contribution...shall always be remembered.""",entertainment
Couldn't watch 'Maine...' as I couldn't see mom sad: Avantika on Bhagyashree,"Actress Bhagyashree's daughter Avantika Dassani spoke about her mother's film, 'Maine Pyar Kiya' and said she had to watch it a couple of times to complete it. She added, ""When I first saw it, I couldn’t take it because I couldn't watch...mom being sad."" ""It wouldn't sit well with me. So, I would walk out of the room,"" Avantika said.",entertainment
Didn't have the courage to watch Lata didi's pyre being set on fire: Rahul,"Singer Rahul Vaidya recalls the moment when tricolour was lifted off Lata Mangeshkar's body to bid her the final goodbye. He said, ""When they lifted the tricolour, watching her body being kept on the 'chandan' wood pieces was a difficult moment...I choked."" ""I walked away even before they set her pyre on fire because I couldn't see that,"" he added.",entertainment
People said I played Tiger Memon exactly like him in 'Black Friday': Pavan,"As 'Black Friday' completed 15 years on Wednesday, actor Pavan Malhotra, who played Tiger Memon in the movie, said people told him that he portrayed Tiger exactly how he is. ""I hadn't met him and yet cracking the role the way I did, and people appreciating it even today is a big compliment for me,"" added Pavan.",entertainment
"Check out mini version of you, Deepika: Ranveer on girl imitating actress","Actor Ranveer Singh took to Twitter to share a video of a girl imitating wife and actress Deepika Padukone in scene from the film 'Ramleela'. ""No one like Leela! Check out this mini version of you! @deepikapadukone. Love the expressions!"" Ranveer wrote. Deepika and Ranveer had worked together in 'Ramleela' that released in 2013.",entertainment
Alka Yagnik visits Lata Mangeshkar's house to pay respects,"Singer Alka Yagnik on Tuesday visited late singer Lata Mangeshkar's house to pay her respects. ""I am devastated. This is personal grief for me,"" Alka had said on the day of Lata Mangeshkar's demise. ""May my dearest didi rest in eternal peace. I will be living the rest of my life with her voice,"" Alka had said. ",entertainment
I did nothing: Ekta on rumours Tejasswi won Bigg Boss 15 because of Naagin 6,"Reacting to trolls who accused actress Tejasswi Prakash of winning 'Bigg Boss 15' because of 'Naagin 6', producer Ekta Kapoor said, ""There was some kind of luck that went to her. More than that I've done nothing. I don't...have the power to tell...channel...I want this girl as my next Naagin."" She added, ""I connected to her when I saw her.""",entertainment
"Kangana should be respectful towards leaders, she's too harsh: Manoj Tiwari","Delhi BJP MP Manoj Tiwari said Kangana Ranaut should be ""respectful"" towards leaders even if she has issues with them. Speaking about her reaction against the Maharashtra government, Tiwari said, ""When she used to talk about Sushant (Singh Rajput), she was right. But...her attitude towards the Maharashtra government has been harsh. It's not correct...Criticise by all means, but with respect.""",entertainment
She sacrificed her marriage for her family: Shatrughan on Lata Mangeshkar,"Speaking about late veteran singer Lata Mangeshkar, veteran actor Shatrughan Sinha said that he admired her for what she did for her family. He added, ""Revered for every song that she sang. She sacrificed her marriage for her family. Well, that's what we have been told."" Shatrughan further said that the singer used to live her life in ""simplicity"".
",entertainment
"We have a Spider-Man group chat, always ends with 'Love you guys': Tom","Actor Tom Holland has revealed that he has a group chat with fellow Spider-Man actors Tobey Maguire and Andrew Garfield. He added that every now and then someone texts on the chat and they talk for an hour or two. ""And then it always ends with, 'Love you guys!' And we'll be off,"" the actor said.",entertainment
"I'm a spontaneous actor, don't like preparing too much: Karan Patel","Actor Karan Patel has said he is a spontaneous actor and doesn't like preparing too much for a character. ""To each his own, but I prefer getting into the scenes spontaneously unless it's a biopic or...where I have to be a certain person,"" he said. ""Getting totally engrossed in a character...it's not me,"" Karan added.",entertainment
"TVS Motor extends sustainability commitment, acquires SEMG","TVS Motor Company has announced the acquisition of a 75% stake in Swiss E-Mobility Group (SEMG). They believe that the acquisition reaffirms their commitment to expansion in Europe through leading brands. ""TVS Motor has always been committed to sustainability and has been investing in electric vehicles for over 10 years,"" TVS Motor Company Chairman, Venu Srinivasan, said.",automobile
Battery swapping policy announced for electric vehicles in Union Budget,"FM Nirmala Sitharaman during her Union Budget 2022-23 speech said, ""Considering the constraint of space in urban areas for electric vehicle charging stations at scale, a battery swapping policy will be launched."" She added, ""Inter-operability standards will be formulated."" Additionally, private sector will be encouraged to develop sustainable business models for 'Battery or Energy as a Service'.",automobile
"Elon Musk calls Biden a 'sock puppet', says he's treating Americans like 'fools'","World's richest person Elon Musk said Joe Biden is a ""damp sock puppet in human form"" after the US President left Tesla out of a discussion about electric vehicle production. ""Companies like General Motors and Ford are building more electric vehicles here at home than ever before,"" Biden said. In another tweet, Musk said, ""Biden is treating...American public like fools.""",automobile
31-yr-old man sues Uber for $63 million after he was left paralysed in a crash,"A 31-year-old man is suing Uber for $63 million in the US after his driver crashed into a parked car, leaving him a quadriplegic. The lawsuit said Uber should've never hired the driver, who had an ""alarming"" driving history, that included at least 20 citations. William Good is seeking a jury trial and damages for ""extraordinary suffering and permanent disability"".",automobile
"GM CEO takes her first driverless car ride in US, calls it surreal","General Motors CEO Mary Barra took her first fully autonomous car ride without a safety driver in San Francisco last week along with Cruise Co-Founder Kyle Vogt. Barra took the ride in a retrofitted Chevrolet Bolt EV, a part of Cruise's fleet of driverless vehicles. Barra called the ride ""surreal"" and ""incredible"" in a video posted by Cruise on YouTube.",automobile
Any hurt caused is regretted: Honda apologises on Pak dealer's post on Kashmir,"Honda Motor Company issued a statement over a social media post by the company's dealer in Pakistan that expressed solidarity with Kashmiri separatists. ""Honda is...committed towards ensuring compliance with laws and sentiments of every country it operates in. Any hurt caused to this effect is regretted,"" it said. Kia India, Toyota, Suzuki and Hyundai also apologised for posts on Kashmir.",automobile
"Hyundai, Kia recall 484,000 cars over fire risk, ask owners in US to park outside","Hyundai and its affiliate Kia have issued recalls for over 484,000 vehicles in the US over a potential fire risk in the engines and advised owners to park their cars outdoors and away from buildings. The companies said that an electrical component in their anti-lock brake systems could short circuit and cause a fire, even if the vehicles aren't running.",automobile
Deeply regret offence caused to people of India: Hyundai Motor on Pak distributor's tweet,"Hyundai Motor Company issued a statement, saying it ""deeply"" regrets the offence caused to people of India due to an ""unauthorised"" tweet from account named 'hyundaiPakistanOfficial' on Kashmir. ""We strongly reject the distributor's unauthorised non-business related social media activity,"" the South Korean auto major added. ""We've put in place processes to prevent a future recurrence,"" it said.",automobile
Regret hurt to sentiments: Suzuki Motor Corp on Pak dealerships' posts on Kashmir,"Suzuki Motor Corporation issued a statement saying that it ""deeply regrets the hurt to sentiments"" caused by ""insensitive communication"" in the social media posts made by the company's dealers in Pakistan. The posts in question had expressed solidarity with Kashmiri separatists. ""We don't align with any political or religious inclination in any part of the world,"" Suzuki Motor Corporation said.",automobile
"Mukesh Ambani buys ₹13cr Rolls-Royce SUV, one of India's most expensive cars: Report","Reliance Industries Chairman Mukesh Ambani has bought Rolls-Royce Cullinan costing ₹13.14 crore, one of India's most expensive cars, PTI reported quoting RTO officials. While base price of the car is said to be ₹6.95 crore, reports claimed that customised modifications substantially raised the SUV's price. A one-time tax of ₹20 lakh has reportedly been paid by RIL for the car.",automobile
"I understand, my firstborn died in my arms: Musk told father of Tesla crash victim","World's richest person Elon Musk emailed the father of a teen who died in a 2018 Tesla crash for weeks, court records show. Tesla CEO had asked James Riley if he'd like to talk, to which Riley said, ""There's nothing worse than losing a child."" ""I understand...My firstborn son died in my arms. I felt his last heartbeat,"" Musk responded.",automobile
Over $100 billion wiped off Tesla's market value in 1 day,"Tesla shares dropped by around 12% in a single day on Thursday, wiping out $109 billion off its valuation. This in shares came after Tesla announced its fourth-quarter earnings and near future outlook, with CEO Elon Musk stating that the company would not bring any new vehicles to market this year.",automobile
"Arjun Kapoor buys Ducati Scrambler worth ₹13 lakh, shares pics","Actor Arjun Kapoor on Sunday took to Instagram to share pictures of his ""new friend"" Ducati Scrambler which is worth ₹13 lakh. The actor shared a series of monochrome pictures of him posing with the bike, writing, ""I usually try & meet her over the weekend."" The Ducati India handle commented on the post, ""Glad you swiped right on her!""",automobile
India's largest electric vehicle charging station inaugurated in Gurugram,"India's largest electric vehicle (EV) charging station was inaugurated at Delhi-Jaipur National Highway in Gurugram on Friday. The new charging station, which's developed by tech-piloting company Alektrify, has a capacity of 100 charging points for four-wheelers and has 72 AC slow chargers and 24 DC fast chargers. Previously, the largest EV charging station of India's was situated in Navi Mumbai.",automobile
"Tesla recalls over 8,17,000 vehicles in US over seat belt reminder alert","Tesla is recalling over 8,17,000 vehicles in the US because an audible alert may not function when a vehicle starts and the driver has not buckled the seat belt, the National Highway Traffic Safety Administration said. It said Tesla's 2021-2022 Model S and Model X, 2017-2022 Model 3 and 2020-2022 Model Y do not comply with Occupant Crash Protection standards.",automobile
Self-charging hybrid cars outsell diesel cars 1st time in Europe: Report,"The European Automobile Manufacturers' Association has revealed that self-charging hybrid cars outsold diesel cars in Europe for the first time in 2021, by just 48 vehicles. One in 11 cars sold were battery-electric, totalling around 8,80,000 vehicles. A total of 19,01,239 million self-charging hybrid cars were registered in the EU, compared to 1.1 million registered in 2020.",automobile
"Tesla to recall nearly 54,000 vehicles that may disobey stop signs in US","Tesla will recall 53,822 US vehicles with the company's Full Self-Driving (Beta) software that may allow some models to conduct ""rolling stops"" and not come to a complete stop at some intersections. The National Highway Traffic Safety Administration said the recall covers some 2016-2022 Model S and Model X, 2017-2022 Model 3, and 2020-2022 Model Y vehicles.",automobile
"Tata Motors reports net loss of ₹1,516 cr in Q3, 4.5% drop in revenues","Tata Motors posted a consolidated net loss of ₹1,516.14 crore for Q3 FY22 as compared with profit after tax of ₹2,906.45 crore in Q3 FY21. It also reported a 4.5% YoY decline in consolidated revenues to ₹72,229 crore. Overall, the company posted a consolidated operating profit of ₹7,400 crore and a fall of 460 basis points in margin to 10.2%.",automobile
"Kia recalls 410,000 vehicles in the US over air bags risk","Kia is recalling more than 410,000 vehicles in the US to fix a problem that can stop the air bags from inflating in a crash. The recall covers certain Forte small cars, Sedona minivans and Soul small SUVs. While Kia said it has received 13 customer complaints and 947 warranty claims, it claimed no crashes or injuries have been reported.",automobile
Toyota remains world's biggest carmaker as it sells 10.5 mn vehicles in 2021,"Toyota Motor sold 10.5 million vehicles in 2021, making it the world's biggest carmaker for a second straight year. The company said that the vehicle sales included those by its affiliates Daihatsu Motors and Hino Motors. Volkswagen, which ranked second in the world in vehicle sales, delivered 8.9 million vehicles last year, marking its lowest sales figures in 10 years.",automobile
"Prioritise job creation, infra development: Mercedes-Benz India to govt","Mercedes-Benz India in its Budget recommendation asked the government to aim at long-term growth for the auto industry prioritising job creation, infrastructure development and introduction of latest technologies. ""With stable policies and a clear road map...an accelerated growth can be achieved transitioning the industry swiftly into...e-mobility era,"" Mercedes-Benz India MD Martin Schwenk said.",automobile
Renault-Nissan share plan to spend $26 billion on EVs in next 5 yrs,Renault and Nissan on Thursday shared detailed plans to spend $26 billion on electric vehicles over the next five years and said they will work more closely together to make electric cars. The companies also plan to increase the number of common platforms for EVs to five from four and build a combined EV line-up of 35 vehicles by 2030.,automobile
"Bosch India to invest over ₹1,000 cr in localisation of advanced auto tech","Auto components firm Bosch has said that it will invest over ₹1,000 crore in India for the localisation of advanced automotive technologies over the next five years and support the government's Atmanirbhar Bharat mission. Bosch, which completed its 100th year in the Indian market, also launched its mobility marketplace to provide its mobility-related assets under one platform.",automobile
Volvo Cars to invest $1.1 bn in Swedish plant to expand EVs production,"In a move to expand production of fully electric cars, Volvo Cars will invest 10 billion crowns ($1.1 billion) in its Torslanda manufacturing plant in Sweden in the next few years, the company said on Tuesday. Last week, Volvo and battery maker Northvolt announced to build a joint battery plant in Gothenburg with an investment of 30 billion crowns.",automobile
Ford to suspend or cut output at 8 factories due to chip shortage,"Ford Motor plans to suspend or cut production at eight of its factories in the United States, Mexico and Canada throughout next week due to chip shortage in the factories, a spokesperson told Reuters. Ford will also reduce shifts at its factories in Dearborn, Kentucky and Louisville and remove overtime at its Oakville factory in Canada, from February 7.",automobile
"How does FabiSpray, India's first COVID-19 nasal spray for treating adults, work?","Glenmark Pharma has launched India's first nasal spray for treating adult COVID-19 patients called FabiSpray. The nitric oxide nasal spray, which is sprayed over nasal mucosa, acts as a physical and chemical barrier against SARS-CoV-2, preventing it from incubating and spreading to the lungs. During its Phase 3 trials, the spray reduced viral load of 99% in 48 hours.",science
"Potentially dangerous giant asteroid to fly by Earth on March 4, captured in pic","An asteroid classified as 'potentially hazardous' by NASA will fly by the Earth on March 4 and it has been captured by the Virtual Telescope Project in Italy. The asteroid, estimated to be around 1.3 km in diameter, will come as close as 4.9 million km to the Earth. It was recently spotted by astronomer Gianluca Masi.",science
Construction machinery destroys several fossilised dinosaur prints in US,"Several scientists and palaeontologists have urged the US Bureau of Land Management to stop construction on a walkway at the Mill Canyon Dinosaur Tracksite in Utah, stating that some fossilised dinosaur footprints have been damaged by construction machinery. The Mill Canyon tracksite contains tracks from at least 10 dinosaur species, thought to have lived around 112 million years ago.",science
NASA signs $194 mn deal to build rocket to bring Mars samples back to Earth,"NASA has signed a contract of $194 million with Lockheed Martin's space division to build a ""small and lightweight rocket"" Mars Ascent Vehicle (MAV) that will return the first Mars rock samples to Earth. The MAV will be the first to take off from another planet. NASA's Perseverance Rover has been collecting samples from Mars since its landing in 2021. ",science
US startup Astra aborts NASA mission launch at the last second,"California-based rocket startup Astra aborted the liftoff of its first operational satellite launch, a NASA mission, on Monday, at the last second citing a technical glitch. The countdown was halted at T-minus zero, moments before Astra's two-stage Launch Vehicle 0008 was due to blast off. Astra's shares fell 14% on Monday following the call off.",science
German scientists to clone and breed pigs for human transplants,"German scientists have planned to clone and breed genetically modified pigs to serve as heart donors for humans. One of the researchers, Eckhard Wolf said the team aimed to have the new species modified from Auckland Island breed ready for transplant trials by 2025. In a first, a pig's heart was transplanted into a terminally-ill man in US last month.",science
" Antarctica's microbes may help in plastic clean-up, find scientists","Argentine scientists said a species of microbes found in Antarctica may help clean-up plastic waste on the continent. During their work at the Carlini base, researchers found the microbes consuming waste from fuel to create a cleaning system. Researchers stated that the microbes could help in plastic degradation since both fuel and plastic are polymers containing mainly carbon and hydrogen.",science
Toxins of sea anemone may be useful for life-saving drugs: Aus study,"Australian scientists said venom of sea anemone, Telmatactis stephensoni, may lead to life-saving drugs. Researcher Lauren Ashwood found that animal produced different venoms for different biological functions. Such toxins might be used for developing therapeutics for cardiovascular disorders, autoimmune diseases, Ashwood said. She added the toxin's purpose might shed light on its medical utility.",science
Megalodon may not have looked like great white shark: US study,"US researchers said Otodus Megalodon, world's largest shark that lived upto 3.6 million years ago, may not have looked like great white shark, as thought. In fact, scientists concluded all proposed forms of Megalodon remain just ""speculation"". Scientists compared fin, head and body shapes of five different shark species but found no patterns to determine Megalodon's body shape.",science
Research identifies brain region that helps control word pronunciation,"In a first, researchers at NYU's Grossman School of Medicine have identified the critical role of the dorsal precentral gyrus in maintaining control over speech and making sure people pronounce words as they intend to. This region that crosses the folded surface of the top of the brain is also known to help people process what they hear themselves saying.",science
Only 15% of world's coastal region remain intact from human activity: Study,"Research by University of Queensland (UQ) studied the impact of human activities on global coastal regions and found that only 15% of these areas remain intact and unharmed. The study also discovered that the areas containing seagrasses, savannah, and coral reefs were at the highest risk of human pressure threatening numerous species, habitats and economic security of people living there.",science
US to spend $1 billion to promote climate-friendly farming practices,"US Secretary of Agriculture, Tom Vilsack on Monday said the administration will invest $1 billion in pilot projects to promote farming, ranching and forestry practices that cut greenhouse gas emissions. As per Vilsack, projects would include capturing methane emissions on dairy farms or capture and store climate-warming carbon. Reportedly, the deadline to seek grants for these projects is April 8.",science
"NASA, SpaceX to review lagging in parachutes during last 2 missions ","Officials from NASA, SpaceX will investigate and review the lagging in parachutes which caused them to inflate over a minute later than planned during last two missions. We are taking extra caution with this very critical system, said NASA's Steve Stich. This comes as SpaceX's first private flight is set to launch from NASA's Kennedy Space Centre on March 30.",science
Experts to review water release plan for Fukushima plant: Japan govt,"Team of 15 experts from International Atomic Energy Agency (IAEA) will visit Japan's Fukushima nuclear plant from February 14-18 to review the water release plan, said Industry Ministry on Monday. Reportedly, over a million tons of treated radioactive water will be released into the sea to allow the plant's decades-long decommissioning. In 2011, a massive tsunami destroyed the plant partially.",science
World's glaciers contain less ice than thought: Study,"Researchers from France, USA revealed world's glaciers contain significantly less ice than previously thought. From 8 lakh pairs of images of glaciers taken from 2017-18, researchers said there is 20% less glacial ice present. The study also found that South America's Andean glaciers contain roughly 27% less ice, while those in Peru have lost 40% of their surface area.",science
"Mosquitoes are more attracted to red, orange and black colour: Study","Research by University of Washington found mosquitoes are more attracted to colours like red, orange, black and cyan. ""When they smell...CO2 from our breath, that scent stimulates the eyes to scan for specific colors...associated with a potential host, and head to them,"" professor Jeffrey Riffell said. Human skin regardless of its shade emits red-orange signal to their eyes, he added.",science
Japanese govt promotes smokeless technology to treat industrial waste,"Japanese government has been promoting an advanced smokeless incinerator to treat industrial waste in Hokkaido. The maker, Chuwa Industrial Corporation (CIC) said many such units are used across hospitals. Japan International Cooperation Agency (JICA) backed us to provide units to Morocco, Vietnam said CIC President. Reportedly, unit collects waste and incinerates it by pumping hot air inside it.",science
US study on monkeys finds Omicron specific booster may not be needed,"US government study on monkeys found no significant differences in protection offered by Moderna booster and an Omicron-specific booster against the virus, suggesting that an Omicron-specific shot may not be required. The study involved vaccinated monkeys with two doses of Moderna vaccine that were later dosed with either the conventional booster or the Omicron-specific one.",science
IIT Roorkee researchers find enzyme that breaks down plastic faster,"IIT Roorkee researchers found a three-dimensional structure of an enzyme from the microbe, Comamonas testosteroni KF1 that can help break down plastics faster, especially the non-biodegradable ones. Lead author Ravindra Kumar said the team identified all enzymes responsible for phthalate and teraphthalate degradation. Phthalate is a potential carcinogen used to increase plastics' durability.",science
Dubai to cut carbon emissions by 30% by 2030: Govt,"Dubai government's media office on Sunday said the emirate has planned to cut carbon emissions by 30% by 2030. The statement added that the plan is part of the UAE government's broader strategy to achieve carbon neutrality by 2050. Reportedly, the meeting reviewed the plans and roadmap to implement the strategy using the latest technologies.",science
"NASA's ELaNa 41 mission delayed, new launch on Feb 7: Astra","Astra Space Inc on Sunday said that the scheduled launch of NASA's Educational Launch of Nanosatellites (ELaNa 41) mission has been delayed after an unnamed range asset went out of service. The company added that the new launch is scheduled on February 7. Astra's Rocket 3.3 is set to carry four CubeSats, or small satellites, under the ELaNa 41 mission.",science
